"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"27.12.2009","11.940,00","12.014,00","12.070,90","11.923,00","295,06M","-0,23%"
"20.12.2009","11.967,50","11.696,90","11.990,40","11.656,80","432,98M","2,77%"
"13.12.2009","11.645,00","11.705,40","11.875,20","11.592,40","991,12M","0,25%"
"06.12.2009","11.616,00","11.975,80","12.065,00","11.468,70","1,00B","-3,46%"
"29.11.2009","12.032,20","11.839,40","12.055,30","11.603,60","867,21M","2,17%"
"22.11.2009","11.776,80","11.845,90","12.021,50","11.415,80","791,96M","0,49%"
"15.11.2009","11.719,30","11.943,00","12.102,60","11.702,20","918,30M","-1,24%"
"08.11.2009","11.867,00","11.654,70","11.916,40","11.653,80","923,45M","2,47%"
"01.11.2009","11.580,60","11.354,00","11.627,70","11.179,90","907,01M","1,45%"
"25.10.2009","11.414,80","11.796,80","11.833,20","11.357,70","1,07B","-2,77%"
"18.10.2009","11.739,80","11.747,70","11.960,40","11.644,90","1,00B","0,54%"
"11.10.2009","11.676,40","11.760,70","11.952,90","11.542,10","1,15B","-0,57%"
"04.10.2009","11.743,20","11.322,20","11.907,50","11.271,00","1,18B","3,68%"
"27.09.2009","11.326,70","11.622,00","11.938,20","11.268,50","1,06B","-2,72%"
"20.09.2009","11.643,80","11.772,30","11.900,90","11.561,00","875,90M","-1,13%"
"13.09.2009","11.777,30","11.343,50","11.837,70","11.283,00","1,05B","2,84%"
"06.09.2009","11.452,60","11.328,20","11.531,40","11.260,00","882,08M","2,05%"
"30.08.2009","11.222,70","11.359,80","11.481,40","10.874,40","901,46M","-1,92%"
"23.08.2009","11.442,70","11.239,80","11.522,80","11.189,70","817,32M","2,52%"
"16.08.2009","11.161,00","10.857,40","11.193,90","10.511,90","749,83M","2,38%"
"09.08.2009","10.901,90","10.934,20","11.144,10","10.737,70","706,25M","-0,42%"
"02.08.2009","10.947,60","10.809,90","10.984,00","10.672,60","908,80M","0,85%"
"26.07.2009","10.855,10","10.535,90","10.932,90","10.488,20","1,20B","3,99%"
"19.07.2009","10.438,60","10.136,90","10.496,80","10.046,60","1,01B","3,95%"
"12.07.2009","10.041,90","9.295,30","10.125,80","9.241,20","992,27M","7,46%"
"05.07.2009","9.344,90","9.627,60","9.683,30","9.324,60","934,28M","-3,74%"
"28.06.2009","9.707,80","9.642,40","9.929,40","9.591,00","1,05B","0,22%"
"21.06.2009","9.686,90","9.566,80","9.789,40","9.285,00","1,16B","1,11%"
"14.06.2009","9.580,90","9.673,50","9.679,40","9.200,70","1,34B","-1,37%"
"07.06.2009","9.714,40","9.485,00","9.741,20","9.341,90","949,46M","2,05%"
"31.05.2009","9.519,00","9.554,80","9.713,60","9.375,30","1,12B","1,00%"
"24.05.2009","9.424,30","9.336,80","9.555,60","9.175,60","1,02B","1,24%"
"17.05.2009","9.308,60","8.879,50","9.449,40","8.828,50","1,18B","3,68%"
"10.05.2009","8.978,60","9.457,60","9.460,30","8.838,50","1,39B","-4,57%"
"03.05.2009","9.408,10","9.048,10","9.443,90","8.927,60","1,40B","4,09%"
"26.04.2009","9.038,00","8.739,90","9.100,80","8.503,70","1,17B","1,69%"
"19.04.2009","8.888,20","8.988,30","9.018,10","8.413,60","1,41B","-1,58%"
"12.04.2009","9.030,90","8.688,30","9.030,90","8.662,90","1,34B","3,75%"
"05.04.2009","8.704,80","8.435,00","8.714,00","8.175,10","1,00B","4,63%"
"29.03.2009","8.319,90","7.782,20","8.410,70","7.589,10","1,51B","4,95%"
"22.03.2009","7.927,60","7.838,50","8.121,70","7.783,30","1,31B","2,82%"
"15.03.2009","7.710,00","7.546,60","7.845,60","7.527,20","1,45B","3,80%"
"08.03.2009","7.427,80","6.965,40","7.543,20","6.702,60","1,59B","7,08%"
"01.03.2009","6.936,90","7.428,60","7.464,30","6.883,30","1,50B","-8,98%"
"22.02.2009","7.620,90","7.729,10","7.862,00","7.385,00","1,41B","0,23%"
"15.02.2009","7.603,60","8.206,00","8.228,90","7.601,80","1,30B","-8,01%"
"08.02.2009","8.265,50","8.495,00","8.653,80","8.116,60","1,06B","-3,27%"
"01.02.2009","8.544,70","8.275,40","8.608,70","8.118,30","1,15B","1,12%"
"25.01.2009","8.450,40","8.106,50","8.733,30","8.091,50","1,39B","3,40%"
"18.01.2009","8.172,80","8.739,10","8.788,30","7.981,70","1,33B","-5,19%"
"11.01.2009","8.620,10","9.329,50","9.350,60","8.500,40","1,24B","-8,09%"
"04.01.2009","9.378,50","9.543,40","9.800,00","9.309,50","967,69M","-1,14%"
"28.12.2008","9.486,30","9.081,00","9.486,30","8.955,30","422,62M","4,61%"
"21.12.2008","9.068,50","9.232,30","9.234,60","9.040,80","302,62M","-2,16%"
"14.12.2008","9.268,40","8.994,30","9.332,90","8.930,00","1,28B","3,26%"
"07.12.2008","8.975,50","8.893,50","9.249,40","8.711,00","1,15B","5,70%"
"30.11.2008","8.491,20","8.914,00","9.113,20","8.293,20","1,28B","-4,71%"
"23.11.2008","8.910,60","8.173,70","8.920,50","8.093,20","1,40B","11,74%"
"16.11.2008","7.974,40","8.788,60","8.827,20","7.830,90","1,63B","-9,71%"
"09.11.2008","8.832,20","9.484,30","9.525,80","8.525,90","1,30B","-5,47%"
"02.11.2008","9.343,50","9.185,80","9.883,80","8.977,40","1,32B","2,50%"
"26.10.2008","9.116,00","7.977,00","9.137,70","7.737,20","1,76B","9,13%"
"19.10.2008","8.353,20","9.900,70","10.105,10","7.991,90","1,94B","-13,48%"
"12.10.2008","9.655,20","9.559,30","10.573,10","9.146,60","1,90B","7,31%"
"05.10.2008","8.997,70","11.210,20","11.214,50","8.835,00","2,16B","-21,20%"
"28.09.2008","11.418,50","11.395,90","11.441,50","10.672,60","1,47B","0,27%"
"21.09.2008","11.387,90","11.596,10","11.599,30","11.088,70","1,30B","-1,47%"
"14.09.2008","11.557,90","11.031,40","11.557,90","10.571,10","2,45B","1,28%"
"07.09.2008","11.412,00","11.343,10","11.657,50","10.980,20","1,31B","2,44%"
"31.08.2008","11.139,70","11.607,50","11.936,30","11.118,50","1,05B","-4,85%"
"24.08.2008","11.707,30","11.453,90","11.742,00","11.218,90","762,62M","1,83%"
"17.08.2008","11.497,30","11.674,20","11.784,30","11.185,50","775,92M","-1,62%"
"10.08.2008","11.686,10","11.806,10","12.078,70","11.527,60","914,23M","-0,96%"
"03.08.2008","11.799,90","11.556,10","11.896,60","11.410,10","932,44M","1,99%"
"27.07.2008","11.569,50","11.573,80","11.977,50","11.320,70","1,29B","-0,18%"
"20.07.2008","11.589,90","11.867,40","12.013,90","11.372,20","1,36B","-2,57%"
"13.07.2008","11.895,30","11.448,80","11.928,70","10.932,40","1,51B","4,50%"
"06.07.2008","11.383,50","11.869,30","12.005,80","11.380,90","1,30B","-3,25%"
"29.06.2008","11.765,90","12.092,50","12.135,90","11.629,70","1,41B","-2,68%"
"22.06.2008","12.089,80","12.370,30","12.493,50","11.885,10","1,30B","-2,60%"
"15.06.2008","12.412,50","12.996,90","13.049,70","12.307,50","1,42B","-4,51%"
"08.06.2008","12.998,70","12.815,90","13.022,70","12.562,30","1,40B","0,69%"
"01.06.2008","12.909,80","13.610,50","13.612,10","12.902,40","1,20B","-5,08%"
"25.05.2008","13.600,90","13.524,30","13.664,20","13.397,90","989,01M","0,17%"
"18.05.2008","13.577,60","14.148,90","14.247,60","13.577,60","1,03B","-3,87%"
"11.05.2008","14.124,80","13.991,40","14.301,30","13.959,30","920,46M","1,29%"
"04.05.2008","13.945,10","14.049,20","14.122,80","13.843,90","903,35M","-0,82%"
"27.04.2008","14.060,00","13.766,80","14.169,20","13.561,20","824,60M","2,09%"
"20.04.2008","13.772,80","13.927,20","13.933,20","13.426,60","1,13B","-1,09%"
"13.04.2008","13.924,90","13.214,80","13.945,70","13.106,80","1,09B","4,87%"
"06.04.2008","13.278,30","13.906,70","14.019,60","13.226,40","1,04B","-4,10%"
"30.03.2008","13.846,40","13.359,30","13.846,40","13.181,10","1,37B","3,01%"
"23.03.2008","13.442,40","13.370,40","13.596,40","13.299,90","1,06B","3,69%"
"16.03.2008","12.964,20","12.678,10","13.196,00","12.638,40","1,32B","-0,44%"
"09.03.2008","13.021,40","12.673,00","13.312,50","12.571,40","1,58B","2,60%"
"02.03.2008","12.691,30","12.998,00","13.020,70","12.583,50","1,43B","-3,64%"
"24.02.2008","13.170,40","13.141,80","13.505,50","12.995,40","1,44B","1,17%"
"17.02.2008","13.017,50","13.155,50","13.393,00","12.960,90","1,24B","-0,43%"
"10.02.2008","13.073,90","12.830,10","13.455,90","12.774,10","1,44B","1,08%"
"03.02.2008","12.934,80","13.608,30","13.652,10","12.721,40","1,66B","-4,15%"
"27.01.2008","13.494,70","12.880,30","13.550,00","12.813,10","1,60B","2,69%"
"20.01.2008","13.141,10","13.477,10","13.494,40","11.937,20","2,43B","-3,77%"
"13.01.2008","13.655,40","14.398,00","14.540,90","13.608,20","1,84B","-5,55%"
"06.01.2008","14.458,00","14.551,70","14.808,80","14.428,70","1,55B","-0,99%"
"30.12.2007","14.602,30","15.101,90","15.186,00","14.511,00","856,66M","-3,82%"
"23.12.2007","15.182,30","15.344,20","15.397,90","15.124,90","365,74M","-0,70%"
"16.12.2007","15.289,30","15.404,40","15.444,50","15.107,40","1,24B","-1,84%"
"09.12.2007","15.575,70","15.760,90","15.983,40","15.429,50","1,09B","-1,54%"
"02.12.2007","15.819,60","15.767,10","15.901,40","15.615,00","964,32M","0,38%"
"25.11.2007","15.759,90","15.476,80","15.799,20","15.165,10","1,35B","2,39%"
"18.11.2007","15.392,20","15.770,30","15.935,30","15.267,00","1,23B","-2,39%"
"11.11.2007","15.769,00","15.660,50","15.943,60","15.560,00","1,34B","0,24%"
"04.11.2007","15.731,20","15.708,80","16.040,40","15.612,60","1,37B","-0,58%"
"28.10.2007","15.823,70","15.703,60","15.928,30","15.622,60","1,17B","1,41%"
"21.10.2007","15.603,90","15.254,60","15.652,70","15.187,50","1,21B","0,48%"
"14.10.2007","15.529,70","15.275,90","15.627,30","15.114,60","1,46B","1,76%"
"07.10.2007","15.261,30","14.915,20","15.264,20","14.754,60","1,12B","2,48%"
"30.09.2007","14.892,10","14.519,00","14.900,40","14.443,90","1,20B","2,17%"
"23.09.2007","14.576,50","14.439,40","14.704,50","14.224,00","1,01B","0,87%"
"16.09.2007","14.450,60","13.819,30","14.550,10","13.519,10","1,43B","4,25%"
"09.09.2007","13.861,00","13.862,00","14.101,40","13.703,60","1,15B","-0,09%"
"02.09.2007","13.873,40","14.517,70","14.593,10","13.816,30","978,09M","-4,19%"
"26.08.2007","14.479,80","14.388,60","14.529,00","14.014,10","743,71M","1,01%"
"19.08.2007","14.334,40","14.277,90","14.482,10","14.067,10","763,77M","0,68%"
"12.08.2007","14.237,50","14.568,70","14.754,00","13.841,60","1,17B","-1,50%"
"05.08.2007","14.453,90","14.404,90","15.028,70","14.385,30","1,18B","-0,55%"
"29.07.2007","14.534,30","14.603,40","14.802,40","14.441,80","1,11B","-0,36%"
"22.07.2007","14.587,50","14.933,90","15.135,20","14.378,70","1,17B","-2,29%"
"15.07.2007","14.930,10","15.041,40","15.297,20","14.925,80","1,02B","-0,62%"
"08.07.2007","15.023,50","15.102,30","15.145,90","14.601,80","909,39M","-0,23%"
"01.07.2007","15.058,30","14.790,80","15.058,30","14.741,20","779,89M","1,12%"
"24.06.2007","14.892,00","14.672,00","14.892,00","14.582,40","1,15B","0,72%"
"17.06.2007","14.784,90","15.239,90","15.251,20","14.756,80","1,08B","-3,06%"
"10.06.2007","15.252,10","14.908,80","15.288,50","14.638,10","1,38B","2,94%"
"03.06.2007","14.816,50","15.482,20","15.511,80","14.604,60","1,42B","-4,42%"
"27.05.2007","15.501,50","15.097,90","15.543,80","15.035,40","1,01B","2,98%"
"20.05.2007","15.053,20","15.108,50","15.223,90","14.970,10","914,96M","-0,10%"
"13.05.2007","15.068,40","14.780,90","15.114,30","14.650,90","1,01B","2,25%"
"06.05.2007","14.736,30","14.667,70","14.751,10","14.449,30","1,04B","0,79%"
"29.04.2007","14.620,30","14.386,00","14.636,50","14.176,00","955,24M","1,50%"
"22.04.2007","14.403,60","15.091,10","15.111,70","14.342,00","1,30B","-4,49%"
"15.04.2007","15.080,90","15.008,80","15.136,20","14.623,30","1,12B","0,77%"
"08.04.2007","14.965,30","14.973,00","15.063,80","14.775,20","733,32M","-0,06%"
"01.04.2007","14.974,90","14.619,90","14.988,60","14.580,50","825,70M","2,28%"
"25.03.2007","14.641,70","14.566,00","14.730,40","14.410,90","1,08B","0,66%"
"18.03.2007","14.545,70","14.101,60","14.555,20","14.093,20","1,15B","4,07%"
"11.03.2007","13.977,40","14.311,30","14.359,80","13.602,40","1,39B","-1,96%"
"04.03.2007","14.257,20","13.689,80","14.306,10","13.654,90","1,20B","2,11%"
"25.02.2007","13.962,20","14.792,50","14.882,20","13.820,60","1,55B","-5,45%"
"18.02.2007","14.767,10","14.884,30","14.963,60","14.703,90","842,42M","-0,57%"
"11.02.2007","14.851,20","14.831,90","14.938,30","14.729,00","966,51M","-0,16%"
"04.02.2007","14.875,50","14.602,90","14.927,20","14.559,00","994,36M","1,67%"
"28.01.2007","14.631,20","14.403,10","14.656,90","14.391,70","880,43M","1,50%"
"21.01.2007","14.415,40","14.416,20","14.605,60","14.304,70","893,42M","0,12%"
"14.01.2007","14.397,90","14.414,30","14.482,60","14.182,00","971,41M","0,21%"
"07.01.2007","14.368,20","14.312,80","14.417,50","14.065,70","1,14B","0,44%"
"31.12.2006","14.304,70","14.173,20","14.396,60","14.157,30","826,07M","1,12%"
"24.12.2006","14.146,50","13.955,10","14.204,70","13.955,10","347,44M","0,57%"
"17.12.2006","14.066,10","14.368,20","14.376,60","14.030,30","745,09M","-2,23%"
"10.12.2006","14.387,60","14.119,40","14.420,80","14.116,00","957,15M","2,21%"
"03.12.2006","14.076,60","13.694,60","14.117,90","13.655,40","796,41M","3,05%"
"26.11.2006","13.660,60","14.051,90","14.100,40","13.551,10","1,22B","-3,03%"
"19.11.2006","14.088,10","14.101,90","14.338,00","14.047,00","780,18M","-0,58%"
"12.11.2006","14.170,00","14.012,60","14.245,80","13.987,40","906,18M","1,20%"
"05.11.2006","14.002,40","13.861,40","14.125,00","13.847,50","1,09B","1,51%"
"29.10.2006","13.794,70","13.639,50","13.872,20","13.600,50","854,96M","0,50%"
"22.10.2006","13.725,80","13.576,90","13.744,30","13.506,50","923,09M","1,24%"
"15.10.2006","13.558,00","13.437,50","13.565,30","13.233,40","875,80M","0,77%"
"08.10.2006","13.454,50","13.114,40","13.465,60","13.097,30","860,46M","2,30%"
"01.10.2006","13.152,10","12.937,20","13.286,30","12.819,60","1,13B","1,68%"
"24.09.2006","12.934,70","12.427,00","13.001,60","12.333,30","1,09B","4,40%"
"17.09.2006","12.389,50","12.294,60","12.502,80","12.207,70","818,62M","0,90%"
"10.09.2006","12.278,40","12.047,70","12.337,50","11.969,20","905,97M","1,63%"
"03.09.2006","12.081,70","12.216,60","12.282,40","11.991,90","579,64M","-0,91%"
"27.08.2006","12.193,00","12.044,80","12.231,90","11.981,00","534,80M","1,25%"
"20.08.2006","12.042,90","12.029,10","12.121,50","11.970,20","472,84M","-0,21%"
"13.08.2006","12.067,80","11.849,30","12.098,40","11.829,80","455,54M","2,47%"
"06.08.2006","11.777,30","11.836,20","11.922,20","11.707,60","521,36M","-1,31%"
"30.07.2006","11.934,10","11.871,80","11.934,10","11.698,50","561,23M","0,39%"
"23.07.2006","11.887,40","11.343,90","11.892,30","11.337,50","752,27M","4,88%"
"16.07.2006","11.333,90","11.243,10","11.523,80","11.116,00","692,04M","0,83%"
"09.07.2006","11.240,20","11.581,80","11.650,50","11.240,20","635,18M","-3,32%"
"02.07.2006","11.626,70","11.527,90","11.650,50","11.469,20","624,90M","0,68%"
"25.06.2006","11.548,10","11.313,80","11.585,30","11.158,50","742,76M","2,43%"
"18.06.2006","11.274,20","11.032,60","11.302,90","10.965,10","746,33M","2,84%"
"11.06.2006","10.962,80","11.060,80","11.176,50","10.744,20","1,00B","-1,22%"
"04.06.2006","11.098,20","11.380,00","11.380,00","10.952,60","913,88M","-2,31%"
"28.05.2006","11.360,70","11.401,90","11.470,60","11.049,20","750,02M","-0,47%"
"21.05.2006","11.414,80","11.246,60","11.414,80","10.918,30","1,09B","1,28%"
"14.05.2006","11.270,80","11.661,30","11.673,10","11.069,10","1,05B","-3,75%"
"07.05.2006","11.710,20","12.070,50","12.106,00","11.710,20","809,98M","-2,69%"
"30.04.2006","12.034,40","11.843,30","12.034,40","11.835,90","605,32M","1,19%"
"23.04.2006","11.892,50","11.884,40","11.975,50","11.812,90","757,33M","-0,18%"
"16.04.2006","11.913,80","11.589,40","11.913,80","11.552,10","656,73M","2,62%"
"09.04.2006","11.609,40","11.792,40","11.822,20","11.564,20","511,28M","-1,75%"
"02.04.2006","11.816,70","11.923,50","11.958,60","11.807,70","742,07M","-0,32%"
"26.03.2006","11.854,30","11.939,50","11.954,10","11.753,90","751,69M","-0,84%"
"19.03.2006","11.954,40","11.909,30","11.970,00","11.857,80","700,56M","0,69%"
"12.03.2006","11.872,90","11.808,70","11.949,60","11.773,30","918,87M","0,86%"
"05.03.2006","11.771,80","11.765,70","11.812,40","11.566,80","808,35M","0,14%"
"26.02.2006","11.755,70","11.821,10","11.918,60","11.691,80","931,09M","-0,26%"
"19.02.2006","11.786,90","11.473,50","11.786,90","11.456,90","909,15M","2,57%"
"12.02.2006","11.491,30","11.325,10","11.501,40","11.281,20","771,63M","1,58%"
"05.02.2006","11.312,60","11.199,80","11.366,90","11.083,40","949,28M","1,22%"
"29.01.2006","11.175,80","11.012,40","11.253,00","10.979,70","961,62M","1,38%"
"22.01.2006","11.023,20","10.642,90","11.026,90","10.611,10","1,08B","2,63%"
"15.01.2006","10.740,90","10.825,90","10.905,80","10.674,20","853,13M","-1,01%"
"08.01.2006","10.850,70","10.943,10","10.969,40","10.825,50","878,64M","-0,58%"
"01.01.2006","10.913,60","10.725,80","10.929,60","10.720,00","516,77M","1,67%"
"25.12.2005","10.733,90","10.718,30","10.811,90","10.696,90","312,08M","0,09%"
"18.12.2005","10.723,90","10.549,60","10.753,30","10.495,90","649,39M","1,60%"
"11.12.2005","10.555,30","10.521,70","10.602,10","10.450,60","867,14M","0,63%"
"04.12.2005","10.489,30","10.669,00","10.669,00","10.423,90","618,43M","-1,51%"
"27.11.2005","10.649,80","10.677,20","10.716,80","10.540,50","665,08M","-0,06%"
"20.11.2005","10.656,30","10.532,90","10.672,60","10.491,70","608,87M","1,23%"
"13.11.2005","10.527,10","10.490,70","10.577,30","10.338,70","847,83M","0,16%"
"06.11.2005","10.510,30","10.406,20","10.518,90","10.362,00","783,28M","0,94%"
"30.10.2005","10.412,30","10.417,20","10.500,40","10.336,10","1,17B","0,70%"
"23.10.2005","10.339,50","10.359,10","10.562,70","10.256,00","951,95M","-0,28%"
"16.10.2005","10.368,80","10.646,70","10.678,90","10.326,00","848,60M","-2,45%"
"09.10.2005","10.629,30","10.754,10","10.866,20","10.513,00","825,17M","-0,96%"
"02.10.2005","10.732,40","10.835,80","10.919,20","10.680,70","1,02B","-0,75%"
"25.09.2005","10.813,90","10.671,00","10.851,40","10.664,20","1,07B","1,72%"
"18.09.2005","10.631,20","10.511,10","10.642,80","10.464,40","820,41M","0,94%"
"11.09.2005","10.532,10","10.519,90","10.560,60","10.421,20","756,37M","0,43%"
"04.09.2005","10.486,60","10.157,20","10.494,20","10.148,70","769,02M","3,37%"
"28.08.2005","10.145,00","9.862,40","10.184,80","9.823,80","754,20M","2,43%"
"21.08.2005","9.904,80","10.149,00","10.183,00","9.903,40","521,03M","-2,25%"
"14.08.2005","10.132,90","10.163,80","10.223,80","10.029,40","486,43M","-0,53%"
"07.08.2005","10.187,20","10.052,10","10.253,70","10.045,20","651,08M","1,41%"
"31.07.2005","10.045,40","10.122,60","10.151,10","10.029,00","704,53M","-0,69%"
"24.07.2005","10.115,60","10.036,70","10.162,40","9.979,50","681,53M","0,97%"
"17.07.2005","10.018,80","9.944,80","10.068,00","9.927,50","798,85M","0,75%"
"10.07.2005","9.943,80","9.831,10","9.996,40","9.819,60","805,53M","1,54%"
"03.07.2005","9.793,20","9.808,30","9.849,50","9.399,30","888,83M","-0,37%"
"26.06.2005","9.829,10","9.629,70","9.829,10","9.590,70","843,89M","1,57%"
"19.06.2005","9.677,40","9.670,90","9.779,40","9.633,90","656,22M","-0,05%"
"12.06.2005","9.682,30","9.564,00","9.706,20","9.526,70","684,58M","1,26%"
"05.06.2005","9.561,50","9.480,70","9.574,00","9.443,00","635,16M","0,67%"
"29.05.2005","9.497,70","9.363,70","9.587,40","9.352,50","575,46M","1,24%"
"22.05.2005","9.381,50","9.408,90","9.428,30","9.333,00","484,93M","0,14%"
"15.05.2005","9.368,50","9.222,00","9.411,50","9.193,60","631,01M","1,58%"
"08.05.2005","9.222,50","9.245,60","9.250,60","9.121,90","659,85M","-0,44%"
"01.05.2005","9.263,10","9.027,90","9.273,10","9.020,10","569,17M","2,91%"
"24.04.2005","9.001,60","9.050,50","9.130,00","8.940,50","751,23M","-1,04%"
"17.04.2005","9.096,40","9.046,60","9.115,90","8.938,90","835,84M","-0,64%"
"10.04.2005","9.155,20","9.341,00","9.382,60","9.155,20","679,52M","-2,46%"
"03.04.2005","9.385,80","9.257,30","9.442,20","9.164,30","691,24M","1,04%"
"27.03.2005","9.289,50","9.266,10","9.355,80","9.234,10","537,29M","-0,21%"
"20.03.2005","9.309,30","9.236,90","9.329,10","9.196,80","494,43M","0,49%"
"13.03.2005","9.263,90","9.318,80","9.360,90","9.158,00","763,04M","-0,71%"
"06.03.2005","9.330,20","9.568,10","9.581,80","9.296,90","688,62M","-2,18%"
"27.02.2005","9.538,00","9.454,40","9.538,00","9.370,80","705,87M","1,04%"
"20.02.2005","9.439,70","9.577,60","9.596,30","9.261,40","855,32M","-1,36%"
"13.02.2005","9.570,10","9.588,10","9.647,70","9.540,20","731,11M","-0,19%"
"06.02.2005","9.588,30","9.449,10","9.588,30","9.410,40","782,37M","1,76%"
"30.01.2005","9.422,50","9.163,20","9.422,50","9.161,90","717,23M","3,10%"
"23.01.2005","9.139,40","8.981,90","9.164,60","8.907,00","765,60M","1,56%"
"16.01.2005","8.999,40","9.040,20","9.137,10","8.985,30","708,78M","-0,28%"
"09.01.2005","9.025,10","9.045,60","9.058,80","8.919,90","720,86M","-0,18%"